song_id,title,title_kana,brand_id,unit_id,original_members,song_type,tags,release_date,source,verified,notes
s_765as_1s729p0,しっくりとゆっくりと,,765as,,765as_chihaya,solo,,2014-07-09,12Campaigns04,false,(ソロ)如月千早
s_765as_1s706ub,たいせつなひと,,765as,,765as_makoto,solo,,2014-07-09,12Campaigns04,false,(ソロ)菊地真
s_pururu,Pu-Ru-Ru,,765as,,765as_yukiho,solo,,2014-07-30,12Campaigns05,false,(ソロ)萩原雪歩
s_765as_0sopvw9,チャンピオン,,765as,,765as_miki,solo,,2014-07-30,12Campaigns05,false,(ソロ)星井美希
s_765as_1x6xcy9,どっきり☆ハピバ,,765as,,765as_ami;765as_mami,unit,,2014-08-06,12Campaigns06,false,"(-)双海亜美,双海真美"
s_lookthesky,LOOK THE SKY,,765as,,765as_azusa,solo,,2014-08-06,12Campaigns06,false,(ソロ)三浦あずさ
s_765as_16tkw1w,ステキハピネス,,765as,,765as_haruka,solo,,2014-08-26,OFA DLC,false,(ソロ)天海春香
s_pondebeach,Pon De Beach,,765as,,765as_hibiki,solo,,2014-08-26,OFA DLC,false,(ソロ)我那覇響
s_765as_0gulhiv,絶険、あるいは逃げられぬ恋,,765as,,765as_makoto,solo,,2014-08-26,OFA DLC,false,(ソロ)菊地真
s_nostalgia,Nostalgia,,765as,,765as_miki,solo,,2014-08-26,OFA DLC,false,(ソロ)星井美希
s_765as_0i9uxim,全力アイドル,,765as,,765as_iori,solo,,2014-08-26,OFA DLC,false,(ソロ)水瀬伊織
s_765as_18ypnt1,ふたつの月,,765as,,765as_takane,solo,,2014-08-26,OFA DLC,false,(ソロ)四条貴音
s_765as_1hm64i0,細氷,,765as,,765as_chihaya,solo,,2014-08-26,OFA DLC,false,(ソロ)如月千早
s_765as_0pmbub0,放課後ジャンプ,,765as,,765as_mami,solo,,2014-08-26,OFA DLC,false,(ソロ)双海真美
s_765as_1gcwlc3,あの日のナミダ,,765as,,765as_yukiho,solo,,2014-08-26,OFA DLC,false,(ソロ)萩原雪歩
s_765as_0kvhlnh,プラ・ソニック・ラブ！,,765as,,765as_yayoi,solo,,2014-08-26,OFA DLC,false,(ソロ)高槻やよい
s_765as_07tkq4k,コイ・ココロ,,765as,,765as_azusa,solo,,2014-08-26,OFA DLC,false,(ソロ)三浦あずさ
s_angel,トリプルAngel,,765as,,765as_ami,solo,,2014-08-26,OFA DLC,false,(ソロ)双海亜美
s_765as_1gqd600,私だって女の子,,765as,,765as_ritsuko,solo,,2014-08-26,OFA DLC,false,(ソロ)秋月律子
s_99nights,99 Nights,,765as,,,unit,,2014-09-25,OFA DLC,false,(DLC・OFA)
s_765as_17e0sbg,静かな夜に願いを…,,765as,,,unit,,2014-11-25,OFA DLC,false,(DLC・OFA)
s_goodbyes,Good-Byes,,765as,,,unit,,2015-03-25,OFA DLC,false,(DLC・OFA)
s_765as_15z3n26,マジで…！？,,765as,,,all,,2015-06-11,太鼓の達人へ配信日,false,(全員曲・太鼓の達人)
s_happy,Happy!,,765as,,,all,,2016-07-20,PLATINUM MASTER 00,false,(全員曲・プラチナ)
s_show,ザ・ライブ革命でSHOW！,,765as,,,all,,2016-07-20,プラチナスターズ,false,(全員曲・プラチナ)
s_miraclenight,Miracle Night,,765as,,,unit,,2016-07-28,プラチナスターズDLC,false,(DLC・プラチナ)
s_smokyfruits,SMOKY FRUITS,,765as,,765as_iori;765as_azusa;765as_ami,unit,,2016-08-17,PLATINUM MASTER 01,false,"(C/W・PM)伊織,あずさ,亜美"
s_resistance,僕たちのResistance,,765as,,,unit,,2016-08-25,プラチナスターズDLC,false,(DLC・プラチナ)
s_765as_083izl3,アマテラス,,765as,,,unit,,2016-10-05,プラチナスターズDLC,false,(DLC・プラチナ)
s_765as_1bb7f5b,飛べない鳥は夜に鳴く,,765as,,765as_kotori,unit,,2016-10-19,PLATINUM MASTER 03,false,(C/W・PM)音無小鳥
s_765as_1eqbxkr,紅白応援V,,765as,,765as_haruka;765as_chihaya;765as_miki;765as_yukiho;765as_yayoi;765as_makoto;765as_iori;765as_ami;765as_mami;765as_azusa;765as_hibiki;765as_takane;765as_ritsuko,all,,2016-12-20,アイステニコ生,false,(全員曲)765PRO ALLSTARS
s_bravestar,BRAVE STAR,,765as,,765as_haruka;765as_chihaya;765as_takane;765as_ritsuko,unit,anime,2017-08-22,MP RED,false,"(MPRR)春香,千早,貴音,律子"
s_crimsonlovers,CRIMSON LOVERS,,765as,,765as_haruka;765as_chihaya,unit,anime,2017-08-22,MP RED,false,"(MPRR)春香,千早"
s_765as_0p3xv0o,聖炎の女神,,765as,,765as_takane;765as_ritsuko,unit,anime,2017-08-22,MP RED,false,"(MPRR)貴音,律子"
s_lightyearsong,Light Year Song,,765as,,765as_yayoi;765as_makoto;765as_ami;765as_mami;765as_hibiki,unit,,2017-10-18,MP BLUE,false,"(MPDB)やよい,真,亜美,真美,響"
s_funnylogic,Funny Logic,,765as,,765as_yayoi;765as_ami;765as_mami,unit,,2017-10-18,MP BLUE,false,"(MPDB)やよい,亜美,真美"
s_765as_164j6j9,ブルウ・スタア,,765as,,765as_makoto;765as_hibiki,unit,,2017-10-18,MP BLUE,false,"(MPDB)真,響"
s_top,ToP!!!!!!!!!!!!!,,765as,,765as_haruka;765as_chihaya;765as_miki;765as_yukiho;765as_yayoi;765as_makoto;765as_iori;765as_ami;765as_mami;765as_azusa;765as_hibiki;765as_takane;765as_ritsuko,all,,2017-12-21,ステラステージ,false,(全員曲・ステラ)765PRO ALLSTARS
s_vertexmeister,Vertex Meister,,765as,,,unit,,2017-12-21,ステラステージDLC,false,(DLC・ステラ)
s_shyshining,shy→shining,,765as,,765as_haruka;765as_chihaya;765as_miki;765as_yukiho;765as_yayoi;765as_makoto;765as_iori;765as_ami;765as_mami;765as_azusa;765as_hibiki;765as_takane;765as_ritsuko,all,,2017-12-21,ステラステージ,false,(全員曲・ステラ)765PRO ALLSTARS
s_765as_1fjsp3j,虹のデスティネーション,,765as,,765as_miki;765as_yukiho;765as_iori;765as_azusa,unit,,2017-12-22,MP YELLOW,false,"(MPPY)美希,雪歩,伊織,あずさ"
s_dontworry,始めのDon't worry,,765as,,765as_miki;765as_iori,unit,,2017-12-22,MP YELLOW,false,"(MPPY)美希,伊織"
s_lemonade,LEMONADE,,765as,,765as_yukiho;765as_azusa,unit,,2017-12-22,MP YELLOW,false,"(MPPY)雪歩,あずさ"
s_765as_0fzoweq,星彩ステッパー,,765as,,,unit,,2018-01-11,ステラステージDLC,false,(DLC・ステラ)
s_765as_07q58ky,そしてぼくらは旅にでる,,765as,,,unit,,2018-01-25,ステラステージDLC,false,(DLC・ステラ)
s_infernosquaring,inferno SQUARING,,765as,,765as_chihaya;765as_yukiho,unit,,2018-02-07,STELLA MASTER01,false,"(C/W・SM)千早,雪歩"
s_twistshout,恋するTwist＆Shout,,765as,,765as_yayoi;765as_ritsuko,unit,,2018-03-14,STELLA MASTER02,false,"(C/W・SM)やよい,律子"
s_765as_0hqnzux,咲きませ！！乙女塾,,765as,,765as_haruka;765as_makoto;765as_mami,unit,,2018-04-18,STELLA MASTER03,false,"(C/W・SM)春香,真,真美"
s_newmecontinued,"New Me, Continued",,765as,,,all,,2020-08-05,MASTER ARTIST4共通曲,false,(全員曲・MA4)
s_imyours,I'm yours,,765as,,765as_haruka,solo,,2020-08-05,MASTER ARTIST4 01,false,(ソロ)天海春香
s_765as_0m7qo1k,炎ノ鳥,,765as,,765as_takane,solo,,2020-08-05,MASTER ARTIST4 02,false,(ソロ)四条貴音
s_765as_10cyf7c,ピピカ・リリカ,,765as,,765as_yayoi,solo,,2020-08-05,MASTER ARTIST4 03,false,(ソロ)高槻やよい
s_eversunny,Ever Sunny,,765as,,765as_makoto,solo,,2020-11-11,MASTER ARTIST4 04,false,(ソロ)菊地真
s_hug,HUG,,765as,,765as_hibiki,solo,,2020-11-11,MASTER ARTIST4 05,false,(ソロ)我那覇響
s_765as_18724lx,ポジティブシンカー！,,765as,,765as_ami,solo,,2020-11-11,MASTER ARTIST4 06,false,(ソロ)双海亜美
s_765as_1m0sxsz,アプデ,,765as,,765as_miki,solo,,2021-02-10,MASTER ARTIST4 07,false,(ソロ)星井美希
s_velvetquiet,VELVET QUIET,,765as,,765as_azusa,solo,,2021-02-10,MASTER ARTIST4 08,false,(ソロ)三浦あずさ
s_765as_1t2r0ri,灯,,765as,,765as_ritsuko,solo,,2021-02-10,MASTER ARTIST4 09,false,(ソロ)秋月律子
s_comingsmile,Coming Smile,,765as,,765as_chihaya,solo,,2021-06-16,MASTER ARTIST4 10,false,(ソロ)如月千早
s_765as_06c5icc,芽吹の季,,765as,,765as_yukiho,solo,,2021-06-16,MASTER ARTIST4 11,false,(ソロ)萩原雪歩
s_765as_0znwlxq,ソナー,,765as,,765as_iori,solo,,2021-06-16,MASTER ARTIST4 12,false,(ソロ)水瀬伊織
s_765as_07sk0if,セクシータイフーン,,765as,,765as_mami,solo,,2021-06-16,MASTER ARTIST4 13,false,(ソロ)双海真美
s_idolheart,IDOL☆HEART,,765as,,765as_haruka;765as_chihaya;765as_miki;765as_yukiho;765as_yayoi;765as_makoto;765as_iori;765as_ami;765as_mami;765as_azusa;765as_hibiki;765as_takane;765as_ritsuko,all,,2022-03-10,スタマスDLC vol.6,false,(全員曲・スタマス)765PRO ALLSTARS
s_765as_0xpblq3,翼,,765as,,765as_kotori,solo,,2022-03-26,朝焼けは黄金色5巻,false,(ソロ)音無小鳥
s_765as_0c655y2,想い出は永遠に,,765as,,765as_kotori,solo,,2022-03-26,朝焼けは黄金色5巻,false,(ソロ)音無小鳥
s_halftone,Halftone,,765as,,765as_makoto;765as_yukiho,unit,,2024-03-16,『はんげつであえたら』,false,"(xR)菊地真,萩原雪歩"
s_flowerknows,Flower Knows,,765as,,765as_yayoi;765as_iori,unit,,2025-10-18,『いつまでもなかよし！』,false,"(xR)高槻やよい,水瀬伊織"
s_765as_162lri4,輝夜,,765as,,765as_chihaya,unit,,2026-01-24,『Oath ONE』,false,(xR)如月千早
s_lafestasottolaluna,月下祭 ~la festa sotto la luna~,,765as,,765as_chihaya,unit,,2026-01-25,『Oath ONE』,false,(xR)如月千早
s_765as_17joc25,北極星をズラしちゃえ！,,765as,,765as_ami;765as_mami,unit,,2026-08-06,『ふたごぼしのつばさ』,false,"(xR)双海亜美,双海真美"
s_binarystar,Binary Star,,765as,,765as_azusa;765as_ritsuko,unit,,2026-08-07,『つみまつよるまち』,false,"(xR)三浦あずさ,秋月律子"
s_hello_3,“HELLO!!”,,876,,876_ai;876_eri;876_ryo,all,,2009-05-30,765AS4th東京,false,(全体曲)ディアリースターズ
s_876_1ow7uyq,ハッピース,,876,,876_ai;876_eri;876_ryo,all,,2009-09-09,DS00,false,(全体曲)ディアリースターズ
s_876_1aiqkof,プリコグ,,876,,876_eri,solo,,2009-09-17,ディアリースターズ,false,(ソロ)水谷絵理
s_dazzlingworld,Dazzling World,,876,,876_ryo,solo,,2009-09-17,ディアリースターズ,false,(ソロ)秋月涼
s_alive,ALIVE,,876,,876_ai,solo,,2009-09-17,ディアリースターズ,false,(ソロ)日高愛
s_876_0zqe39a,クロスワード,,876,,876_eri,solo,,2009-10-14,DS01,false,(ソロ)水谷絵理
s_876_1mmmh93,ヒミツの珊瑚礁,,876,,876_ryo,solo,,2009-11-04,DS02,false,(ソロ)秋月涼
s_876_0rura9j,はなまる,,876,,876_ai,solo,,2009-12-02,DS03,false,(ソロ)日高愛
s_876_1gk4dzf,ソライロ！,,876,,,all,,2026-02-21,876 PRODUCTION FES.,false,(全体曲)876PRO ALLSTARS
s_valiv_0ong9jp,リローディング,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2023-11-26,ヴイアラ3Dお披露目配信,false,(UNIT)vα-liv
s_valiv_1148axe,ともすれば、（中略）アイドル,,valiv,,valiv_manaka,solo,,2024-06-30,灯里愛夏誕生祭,false,(ソロ)灯里愛夏
s_valiv_0qqqwye,群青イニシエーション,,valiv,,valiv_letora,solo,,2024-08-30,歌枠ASOBINOTES縛り,false,(ソロ)レトラ
s_valiv_0t8ch6a,公転周期,,valiv,,valiv_cosmo,solo,,2024-09-12,上水流宇宙誕生祭,false,(ソロ)上水流宇宙
s_valiv_12u4gz7,きみの一等星,,valiv,,valiv_letora,solo,,2024-11-11,レトラ誕生祭,false,(ソロ)レトラ
s_valiv_15xz8sc,あっちこっちプリンセス,,valiv,,valiv_manaka,solo,,2024-12-14,アイマスエキスポDAY1,false,(ソロ)灯里愛夏
s_valiv_11o6t6t,クライヤ,,valiv,,valiv_cosmo,solo,,2024-12-14,アイマスエキスポDAY1,false,(ソロ)上水流宇宙
s_breaker,Breaker,,valiv,,valiv_letora,solo,,2025-02-15,歌枠ASOBINOTES縛り,false,(ソロ)レトラ
s_valiv_1qvfugv,虹の王国の物語〜エトワールを目指して〜,,valiv,,valiv_manaka,solo,,2025-02-15,歌枠ASOBINOTES縛り,false,(ソロ)灯里愛夏
s_scarletrose,Scarlet Rose,,valiv,,valiv_cosmo,solo,,2025-02-15,歌枠ASOBINOTES縛り,false,(ソロ)上水流宇宙
s_valiv_1wiblsj,ヴヴヴ,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-11,未発表楽曲披露配信,false,(UNIT)vα-liv
s_valiv_0stcdcp,CQ,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-19,ユニットアルバム「彼方」,false,(UNIT)vα-liv
s_fieldonme,FIELD ON ME,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-19,ユニットアルバム「彼方」,false,(UNIT)vα-liv
s_dyebadday,DYE BAD DAY,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-19,ユニットアルバム「彼方」,false,(UNIT)vα-liv
s_shootingstar,SHOOTING STAR,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-19,ユニットアルバム「彼方」,false,(UNIT)vα-liv
s_valiv_03u49hm,クリスタライン,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-03-21,配信,false,(UNIT)vα-liv
s_beyondmydestiny,Beyond My Destiny,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-06-27,配信,false,(UNIT)vα-liv
s_berryberrylady,Berry Berry Lady,,valiv,,valiv_manaka,solo,,2025-07-01,愛夏BDライブ,false,(ソロ)灯里愛夏
s_valiv_1qp5kfc,アエルシグナル,,valiv,,valiv_letora,solo,,2025-07-28,配信,false,(ソロ)レトラ
s_zerogravity,ZeroGravity,,valiv,,valiv_cosmo,solo,,2025-09-12,宇宙BDライブ,false,(ソロ)上水流宇宙
s_no8,No.8,,valiv,,valiv_cosmo,solo,,2025-11-05,MV公開,false,(ソロ)上水流宇宙
s_glass,Glass,,valiv,,valiv_letora,solo,,2025-11-11,レトラBDライブ,false,(ソロ)レトラ
s_valiv_02jkx2u,エキセントリック・ラブ,,valiv,,valiv_manaka,solo,,2025-11-15,KPF2025イベント,false,(ソロ)灯里愛夏
s_valiv_0ufv4k9,まだ見ぬ明日,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2025-11-26,MV公開,false,(UNIT)vα-liv
s_valiv_12hpvx7,はらぺこ泣き虫,,valiv,,valiv_manaka,solo,,2026-01-14,ありがとう配信,false,(ソロ)灯里愛夏
s_triangledrive,TRI-ANGLE DRIVE,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,,2026-02-16,配信,false,(UNIT)vα-liv
s_novachro,Nova Chro,,valiv,,valiv_cosmo,solo,,2026-02-21,上水流宇宙 2nd EP,false,(ソロ)上水流宇宙
s_valiv_1d9eb2c,思い出の花束、二度目の恋。,,valiv,,valiv_letora,solo,,2026-02-21,レトラ 2nd EP,false,(ソロ)レトラ
s_reloading,RELOADING,,valiv,,valiv_manaka;valiv_cosmo;valiv_letora,unit,remix,2025-03-19,ユニットアルバム「彼方」,false,(UNIT)vα-liv
s_brandnewfield,BRAND NEW FIELD,,sm,,sm_touma;sm_hokuto;sm_shota,unit,,2015-04-15,SL01,false,(UNIT)Jupiter
s_planetscape,Planet scape,,sm,,sm_touma;sm_hokuto;sm_shota,unit,,2015-04-15,SL01,false,(UNIT)Jupiter
s_drivealive,DRIVE A LIVE,,sm,,,all,,2015-04-15,SL01,false,(全体曲)
s_starlightcelebrate,STARLIGHT CELEBRATE!,,sm,,sm_teru;sm_kaoru;sm_tsubasa,unit,,2015-04-15,SL02,false,(UNIT)DRAMATIC STARS
s_dramaticnonfiction,DRAMATIC NONFICTION,,sm,,sm_teru;sm_kaoru;sm_tsubasa,unit,,2015-04-15,SL02,false,(UNIT)DRAMATIC STARS
s_sm_16jihsx,スマイル・エンゲージ,,sm,,sm_kyoji;sm_pierre;sm_minori,unit,,2015-07-22,SL03,false,(UNIT)Beit
s_eternity,想いはETERNITY,,sm,,sm_kyoji;sm_pierre;sm_minori,unit,,2015-07-22,SL03,false,(UNIT)Beit
s_highjumpnolimit,HIGH JUMP NO LIMIT,,sm,,sm_hayato;sm_shun;sm_natsuki;sm_haruna;sm_shiki,unit,,2015-07-22,SL04,false,(UNIT)High×Joker
s_joker_2,JOKER↗オールマイティ,,sm,,sm_hayato;sm_shun;sm_natsuki;sm_haruna;sm_shiki,unit,,2015-07-22,SL04,false,(UNIT)High×Joker
s_victorybeliever,VICTORY BELIEVER,,sm,,sm_yusuke;sm_kyosuke,unit,,2015-10-21,SL05,false,(UNIT)W
s_pleasureforever,Pleasure Forever...,,sm,,sm_yusuke;sm_kyosuke,unit,,2015-10-21,SL05,false,(UNIT)W
s_possibilities,∞ Possibilities,,sm,,sm_michio;sm_rui;sm_jiro,unit,,2015-10-21,SL06,false,(UNIT)S.E.M
s_studyequalmagic,Study Equal Magic!,,sm,,sm_michio;sm_rui;sm_jiro,unit,,2015-10-21,SL06,false,(UNIT)S.E.M
s_sm_0uh6i24,喝彩！〜花鳥風月〜,,sm,,sm_kirio;sm_shoma;sm_kuro,unit,,2016-01-27,SL07,false,(UNIT)彩
s_wanderfulnippon,和風堂々！〜WAnderful NIPPON！〜,,sm,,sm_kirio;sm_shoma;sm_kuro,unit,,2016-01-27,SL07,false,(UNIT)彩
s_sm_0zf4f4d,勇敢なるキミへ,,sm,,sm_hideo;sm_ryu;sm_seiji,unit,,2016-01-27,SL08,false,(UNIT)FRAME
s_missionis,MISSION is ピースフル！,,sm,,sm_hideo;sm_ryu;sm_seiji,unit,,2016-01-27,SL08,false,(UNIT)FRAME
s_sm_1eqghhu,バーニン・クールで輝いて,,sm,,sm_suzaku;sm_genbu,unit,,2016-04-20,SL09,false,(UNIT)神速一魂
s_sm_0xppg2s,オレたちの最強伝説〜一世一代、破羅駄威棲！〜,,sm,,sm_suzaku;sm_genbu,unit,,2016-04-20,SL09,false,(UNIT)神速一魂
s_cafparade,Café Parade!,,sm,,sm_yukihiro;sm_soichiro;sm_aslan;sm_mao;sm_saki,unit,,2016-04-20,SL10,false,(UNIT)Café Parade
s_lacartefreedom,À La Carte FREEDOM♪,,sm,,sm_yukihiro;sm_soichiro;sm_aslan;sm_mao;sm_saki,unit,,2016-04-20,SL10,false,(UNIT)Café Parade
s_sm_1b5a4bz,夜空を煌めく星のように,,sm,,sm_teru;sm_kaoru;sm_tsubasa;sm_hayato;sm_shun;sm_natsuki;sm_haruna;sm_shiki,unit,,2016-07-13,SideM 2ndAD01,false,"(ANV2nd)DRAMATIC STARS,High×Joker"
s_moonnight,MOON NIGHTのせいにして,,sm,,sm_teru;sm_kaoru;sm_tsubasa,unit,,2016-07-13,SideM 2ndAD01,false,(UNIT)DRAMATIC STARS
s_oursong,OUR SONG -それは世界でひとつだけ-,,sm,,sm_hayato;sm_shun;sm_natsuki;sm_haruna;sm_shiki,unit,,2016-07-13,SideM 2ndAD01,false,(UNIT)High×Joker
s_the1stmovement,The 1st Movement 〜未来のための二重奏〜,,sm,,sm_kei;sm_rei,unit,,2016-07-27,SL11,false,(UNIT)Altessimo
s_neverendopus,Never end「Opus」,,sm,,sm_kei;sm_rei,unit,,2016-07-27,SL11,false,(UNIT)Altessimo
s_sm_1czd79j,強く尊き獣たち,,sm,,sm_takeru;sm_michiru;sm_ren,unit,,2016-07-27,SL12,false,(UNIT)THE 虎牙道
s_fighter,情熱...FIGHTER,,sm,,sm_takeru;sm_michiru;sm_ren,unit,,2016-07-27,SL12,false,(UNIT)THE 虎牙道
s_sm_1tq7f8q,エウレカダイアリー,,sm,,sm_kyoji;sm_pierre;sm_minori;sm_michio;sm_rui;sm_jiro,unit,,2016-08-31,SideM 2ndAD02,false,"(ANV2nd)Beit,S.E.M"
s_funfunfesta,Fun! Fun! Festa!,,sm,,sm_kyoji;sm_pierre;sm_minori,unit,,2016-08-31,SideM 2ndAD02,false,(UNIT)Beit
s_summerholiday,サ・ヨ・ナ・ラ Summer Holiday,,sm,,sm_michio;sm_rui;sm_jiro,unit,,2016-08-31,SideM 2ndAD02,false,(UNIT)S.E.M
s_tourhythm,カレイド TOURHYTHM,,sm,,sm_touma;sm_hokuto;sm_shota;sm_yusuke;sm_kyosuke,unit,,2016-10-05,SideM 2ndAD03,false,"(ANV2nd)Jupiter,W"
s_gloriamoment,GLORIA MOMENT,,sm,,sm_touma;sm_hokuto;sm_shota,unit,,2016-10-05,SideM 2ndAD03,false,(UNIT)Jupiter
s_leadingyourdream,LEADING YOUR DREAM,,sm,,sm_yusuke;sm_kyosuke,unit,,2016-10-05,SideM 2ndAD03,false,(UNIT)W
s_sm_0fm40fl,うぇるかむ・はぴきらパーク！,,sm,,sm_naoto;sm_shiro;sm_kanon,unit,,2016-10-26,SL13,false,(UNIT)もふもふえん
s_sm_0h2qotw,もっふ・いんざぼっくす♪,,sm,,sm_naoto;sm_shiro;sm_kanon,unit,,2016-10-26,SL13,false,(UNIT)もふもふえん
s_voyager,夢色VOYAGER,,sm,,sm_ryo;sm_daigo;sm_kazuki,unit,,2016-10-26,SL14,false,(UNIT)F-LAGS
s_withstory,With…STORY,,sm,,sm_ryo;sm_daigo;sm_kazuki,unit,,2016-10-26,SL14,false,(UNIT)F-LAGS
s_legacyofspirit,Legacy of Spirit,,sm,,sm_amehiko;sm_sora;sm_chris,unit,,2016-10-26,SL15,false,(UNIT)Legenders
s_stringoffate,String of Fate,,sm,,sm_amehiko;sm_sora;sm_chris,unit,,2016-10-26,SL15,false,(UNIT)Legenders
s_thefirststar,THE FIRST STAR,,sm,,sm_teru,solo,anime,2016-11-16,OP01,false,(ソロ)天道輝
s_goldno79,GOLD 〜No.79〜,,sm,,sm_jiro,solo,anime,2016-11-16,OP01,false,(ソロ)山下次郎
s_sm_0ubnk6o,だいぶ・いんとぅ・にゅ〜・わあるど！,,sm,,sm_kirio,solo,anime,2016-11-16,OP01,false,(ソロ)猫柳キリオ
s_sm_1dz1mku,我が混沌のサバト・マリアージュ,,sm,,sm_aslan,solo,anime,2016-11-16,OP01,false,(ソロ)アスラン＝ベルゼビュートⅡ世
s_sm_057uakh,新世代ワールド・ビッグスター！,,sm,,sm_shiro,solo,anime,2016-11-16,OP01,false,(ソロ)橘志狼
s_flyinghawk,Flying Hawk,,sm,,sm_kyoji,solo,anime,2016-12-21,OP02,false,(ソロ)鷹城恭二
s_sm_1djhkds,ぴんとこな 〜蝶よ華よ〜,,sm,,sm_shoma,solo,anime,2016-12-21,OP02,false,(ソロ)華村翔真
s_happygounlucky,Happy-Go-Unlucky!,,sm,,sm_ryu,solo,anime,2016-12-21,OP02,false,(ソロ)木村龍
s_echoesmynote,Echoes My Note,,sm,,sm_rei,solo,anime,2016-12-21,OP02,false,(ソロ)神楽麗
s_mysoul,羽ばたきのMy Soul,,sm,,876_ryo,solo,anime,2016-12-21,OP02,false,(ソロ)秋月涼
s_sm_05hvu1q,約束はドリーミングフライト,,sm,,sm_tsubasa,solo,anime,2017-02-01,OP03,false,(ソロ)柏木翼
s_countup,サイコーCOUNT UP!,,sm,,sm_shiki,solo,anime,2017-02-01,OP03,false,(ソロ)伊瀬谷四季
s_piecemontee,Piece Montee,,sm,,sm_soichiro,solo,anime,2017-02-01,OP03,false,(ソロ)東雲荘一郎
s_sm_1wowhfs,ふわもこシフォンなゆめのなか♪,,sm,,sm_kanon,solo,anime,2017-02-01,OP03,false,(ソロ)姫野かのん
s_undiscoveredworld,Undiscovered WORLD,,sm,,sm_chris,solo,anime,2017-02-01,OP03,false,(ソロ)古論クリス
s_beyondthedream,Beyond The Dream,,sm,,,all,,2017-02-01,Beyond The Dream,false,(全体曲)
s_romanticshaker,ROMANTIC SHAKER,,sm,,sm_hokuto,solo,anime,2017-04-26,OP04,false,(ソロ)伊集院北斗
s_because,Because,,sm,,sm_kaoru,solo,anime,2017-04-26,OP04,false,(ソロ)桜庭薫
s_sm_0znfvvu,流るゝ風の如く 〜和敬清寂〜,,sm,,sm_kuro,solo,anime,2017-04-26,OP04,false,(ソロ)清澄九郎
s_sm_0c0kbkr,フェイバリットに踊らせて,,sm,,sm_saki,solo,anime,2017-04-26,OP04,false,(ソロ)水嶋咲
s_sanctuaryworld,Sanctuary World,,sm,,sm_kei,solo,anime,2017-04-26,OP04,false,(ソロ)都築圭
s_wonderfultactics,“W”onderful Tactics!,,sm,,sm_kyosuke,solo,anime,2017-06-28,OP05,false,(ソロ)蒼井享介
s_sm_1ay7d1r,威風堂々と,,sm,,sm_genbu,solo,anime,2017-06-28,OP05,false,(ソロ)黒野玄武
s_rule,RULE 〜牙ヲ穿テヨ〜,,sm,,sm_ren,solo,anime,2017-06-28,OP05,false,(ソロ)牙崎漣
s_sm_1hfh1ki,ほっぷ・すてっぷ・ハイ、しーぷ！,,sm,,sm_naoto,solo,anime,2017-06-28,OP05,false,(ソロ)岡村直央
s_sweepyourgloom,Sweep Your Gloom,,sm,,sm_amehiko,solo,anime,2017-06-28,OP05,false,(ソロ)葛之葉雨彦
s_happyhappy,HAPPY×HAPPYミーティング,,sm,,sm_touma,solo,anime,2017-08-09,OP06,false,(ソロ)天ヶ瀬冬馬
s_sm_0109jly,青春！サティスファクション,,sm,,sm_haruna,solo,anime,2017-08-09,OP06,false,(ソロ)若里春名
s_goaheadsmile,GO AHEAD SMILE!,,sm,,sm_seiji,solo,anime,2017-08-09,OP06,false,(ソロ)信玄誠司
s_sm_0tb3bm3,漢一貫ロックン・ロール,,sm,,sm_suzaku,solo,anime,2017-08-09,OP06,false,(ソロ)紅井朱雀
s_roadtothefuture,ROAD TO THE FUTURE,,sm,,sm_michiru,solo,anime,2017-08-09,OP06,false,(ソロ)円城寺道流
s_flowingfreedom,Flowing Freedom,,sm,,sm_sora,solo,anime,2017-08-09,OP06,false,(ソロ)北村想楽
s_genesiscontact,Genesis Contact,,sm,,,unit,,2017-08-30,SideMサイバネ,false,(ドラマ)Cybernetics Wars
s_backflipemotion,BACK FLIP☆EMOTION,,sm,,sm_shota,solo,anime,2017-09-06,OP07,false,(ソロ)御手洗翔太
s_records,ナツゾラRecords,,sm,,sm_natsuki,solo,anime,2017-09-06,OP07,false,(ソロ)榊夏来
s_acupofhappiness,A CUP OF HAPPINESS,,sm,,sm_yukihiro,solo,anime,2017-09-06,OP07,false,(ソロ)神谷幸広
s_keeponfighting,その場所へ行くために-KEEP ON FIGHTING-,,sm,,sm_takeru,solo,anime,2017-09-06,OP07,false,(ソロ)大河タケル
s_sm_09uyrb0,…掲げよう、偽りなき自分を。,,sm,,sm_kazuki,solo,anime,2017-09-06,OP07,false,(ソロ)九十九一希
s_reason,Reason!!,,sm,,,all,anime,2017-10-14,アニメ1話,false,(全体曲)
s_cherishbouquet,Cherish BOUQUET,,sm,,sm_minori,solo,anime,2017-10-18,OP08,false,(ソロ)渡辺みのり
